,defined_in,used_by,role
f,qmodel.h,"['parameters_derivative.h', 'parameters_distribution.h', 'models_MoffattHume_allosteric.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'gsl_integrate.h', 'qmodel.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'CLI_macro_dr_base.h', 'distributions.h', 'derivative_test.h', 'CLI_thermo_evidence.h', 'general_output_operator.h', 'CLI_thermo_evidence_dts.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h', 'variables_derivative.h']",Provider
field_compiler,lexer_typed.h,"['CLI_macro_dr.h', 'lexer_typed.h']",Provider
find,parameters.h,"['grammar_typed.h', 'grammar_Identifier.h', 'parameters.h', 'lexer_untyped.h', 'lexer_typed.h', 'lapack_headers.h', 'variables.h', 'general_algorithm_on_containers.h', 'function_memoization.h', 'allosteric_models.h']",Provider
find_first_not_of,lexer_untyped.h,"['grammar_Identifier.h', 'lexer_untyped.h']",Provider
first,allosteric_models.h,"['parameters_derivative.h', 'grammar_Identifier.h', 'general_output_operator.h', 'CLI_thermo_evidence.h', 'CLI_function_table.h', 'parameters.h', 'lexer_untyped.h', 'lapack_headers.h', 'qmodel.h', 'function_measure_verification_and_optimization.h', 'derivative_operator.h', 'function_memoization.h', 'parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h']",Provider
fixed_set,parameters_derivative.h,"['parameters_derivative.h', 'parameters.h']",Provider
floor,multivariate_normal_distribution.h,"['multivariate_normal_distribution.h', 'qmodel.h']",Provider
flush,parallel_tempering.h,"['function_measure_verification_and_optimization.h', 'parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
fold,fold.h,"['grammar_untyped.h', 'fold.h', 'qmodel.h']",Provider
for,parallel_tempering.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'fold.h', 'bayesian_linear_regression.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'qmodel.h', 'multivariate_normal_distribution.h', 'distributions.h', 'grammar_Identifier.h', 'derivative_test.h', 'general_output_operator.h', 'lexer_untyped.h', 'lexer_typed.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h']",Provider
fork,function_measure_verification_and_optimization.h,"['function_measure_verification_and_optimization.h', 'parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
format,variables.h,"['variables.h', 'lapack_headers.h']",Provider
fractioned_logLikelihoodPredictions,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
free_to_all,parameters_derivative.h,"['parameters_derivative.h', 'parameters.h']",Provider
from_string,parameters.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'parameters.h', 'parameters_distribution.h']",Provider
from_strings,parameters.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'parameters.h']",Provider
fstop,function_measure_verification_and_optimization.h,"['function_measure_verification_and_optimization.h', 'qmodel.h']",Provider
fullsum,parameters_derivative.h,"['distributions.h', 'parameters_derivative.h', 'qmodel.h', 'variables.h', 'general_algorithm_on_containers.h', 'models_MoffattHume_linear.h']",Provider
fun,variables.h,"['variables.h', 'function_measure_verification_and_optimization.h', 'lexer_typed.h']",Provider
function_compiler,lexer_typed.h,"['CLI_macro_dr.h', 'lexer_typed.h']",Provider
function_name,maybe_error.h,"['maybe_error.h', 'lapack_headers.h']",Provider
g,qmodel.h,"['qmodel.h', 'models_MoffattHume_allosteric.h', 'function_measure_verification_and_optimization.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
g_,multivariate_normal_distribution.h,"['allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
g_formula,qmodel.h,"['models_MoffattHume_linear.h', 'allosteric_models.h', 'qmodel.h']",Provider
get,parallel_tempering.h,"['maybe_error.h', 'models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'gsl_integrate.h', 'lapack_headers.h', 'qmodel.h', 'variables.h', 'distributions.h', 'general_output_operator.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'lexer_untyped.h', 'lexer_typed.h', 'experiment.h', 'parallel_tempering.h', 'variables_derivative.h']",Provider
get_Beta,qmodel.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
get_Experiment,experiment.h,"['CLI_thermo_evidence_dts.h', 'experiment.h', 'CLI_thermo_evidence.h', 'CLI_macro_dr_base.h']",Provider
get_Experiment_file,experiment.h,"['experiment.h', 'CLI_macro_dr_base.h']",Provider
get_Fun,function_memoization.h,"['function_measure_verification_and_optimization.h', 'function_memoization.h']",Provider
get_Identifier,lexer_typed.h,"['grammar_untyped.h', 'lexer_typed.h']",Provider
get_Observations,experiment.h,"['experiment.h', 'CLI_macro_dr_base.h']",Provider
get_Parameter,qmodel.h,"['parallel_tempering.h', 'qmodel.h']",Provider
get_Walker,qmodel.h,"['parallel_tempering.h', 'qmodel.h']",Provider
get_Walkers_number,parallel_tempering.h,"['parallel_tempering.h', 'qmodel.h']",Provider
get_beta_list,parallel_tempering.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
get_dx_of_dfdx,parameters_derivative.h,"['parameters_derivative.h', 'variables_derivative.h', 'derivative_operator.h', 'derivative_test.h']",Provider
get_error,qmodel.h,"['derivative_test.h', 'maybe_error.h', 'qmodel.h', 'derivative_operator.h', 'multivariate_normal_distribution.h']",Provider
get_function_Table_maker_St,CLI_function_table.h,"['CLI_thermo_evidence_dts.h', 'CLI_thermo_evidence_fraction_dts.h', 'CLI_function_table.h', 'CLI_thermo_evidence.h']",Provider
get_function_Table_maker_St_no_Qdt_memoization,CLI_function_table.h,"['CLI_thermo_evidence_dts.h', 'CLI_function_table.h']",Provider
get_function_Table_maker_value,CLI_macro_dr_base.h,"['CLI_function_table.h', 'CLI_macro_dr_base.h']",Provider
get_model,models_MoffattHume_allosteric.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'models_MoffattHume_allosteric.h', 'CLI_thermo_evidence_fraction_dts.h', 'models_MoffattHume_linear.h']",Provider
get_model_scheme,models_MoffattHume_allosteric.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h']",Provider
get_num_parameters,models_MoffattHume_allosteric.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'CLI_function_table.h']",Provider
get_value,maybe_error.h,"['multivariate_normal_distribution.h', 'derivative_test.h', 'maybe_error.h', 'qmodel.h']",Provider
get_variant,CLI_function_table.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h']",Provider
getline,parallel_tempering.h,"['general_output_operator.h', 'maybe_error.h', 'parameters_distribution.h', 'parameters.h', 'qmodel.h', 'experiment.h', 'parallel_tempering.h']",Provider
getvalue,parameters_derivative.h,"['parameters_derivative.h', 'qmodel.h']",Provider
i_max,general_algorithm_on_containers.h,"['general_algorithm_on_containers.h', 'qmodel.h']",Provider
i_walker,parallel_tempering.h,"['parallel_tempering.h', 'qmodel.h']",Provider
idealize_Experiment,experiment.h,"['experiment.h', 'CLI_macro_dr_base.h']",Provider
if,parallel_tempering.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'models_MoffattHume_allosteric.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'gsl_integrate.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'qmodel.h', 'multivariate_normal_distribution.h', 'distributions.h', 'grammar_Identifier.h', 'derivative_test.h', 'CLI_thermo_evidence.h', 'general_output_operator.h', 'CLI_thermo_evidence_dts.h', 'lexer_untyped.h', 'lexer_typed.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h']",Provider
ifstream,parallel_tempering.h,"['parameters_distribution.h', 'maybe_error.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'parameters.h', 'qmodel.h', 'experiment.h', 'CLI_thermo_evidence_fraction_dts.h', 'parallel_tempering.h']",Provider
includes_N_state_evolution,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
init,allosteric_models.h,"['fold.h', 'allosteric_models.h', 'qmodel.h']",Provider
init_mts,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
init_thermo_mcmc,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
initial_Agonist_concentration,experiment.h,"['experiment.h', 'qmodel.h']",Provider
initial_beta_dts,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
insert,general_output_operator.h,"['grammar_typed.h', 'general_output_operator.h', 'models_MoffattHume_allosteric.h', 'function_measure_verification_and_optimization.h', 'function_memoization.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h']",Provider
insert_new_formula,qmodel.h,"['models_MoffattHume_linear.h', 'qmodel.h']",Provider
inside_out,parameters_derivative.h,"['parameters_derivative.h', 'qmodel.h']",Provider
inv,parameters_derivative.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'parameters.h', 'lapack_headers.h', 'qmodel.h', 'bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
invoke,distributions.h,"['grammar_typed.h', 'distributions.h', 'derivative_test.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'fold.h', 'function_memoization.h', 'models_MoffattHume_linear.h', 'variables_derivative.h']",Provider
is_finite,variables.h,"['variables.h', 'qmodel.h']",Provider
is_good,distributions.h,"['distributions.h', 'parameters.h']",Provider
is_valid,maybe_error.h,"['derivative_test.h', 'maybe_error.h', 'qmodel.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
isnan,qmodel.h,"['qmodel.h', 'variables.h', 'general_algorithm_on_containers.h', 'derivative_operator.h', 'parallel_tempering.h']",Provider
label,allosteric_models.h,"['lexer_untyped.h', 'allosteric_models.h']",Provider
lambda,qmodel.h,"['parameters_derivative.h', 'qmodel.h', 'lapack_headers.h']",Provider
less_than_max_iteration,parallel_tempering.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
lgamma,parallel_tempering_linear_regression.h,"['bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
linear_model,bayesian_linear_regression.h,"['bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h']",Provider
load_Parameters,qmodel.h,"['parameters.h', 'CLI_function_table.h', 'qmodel.h']",Provider
load_Prior,parameters_distribution.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'parameters_distribution.h', 'CLI_thermo_evidence_dts.h', 'CLI_thermo_evidence_fraction_dts.h', 'CLI_macro_dr_base.h']",Provider
load_Recording,experiment.h,"['experiment.h', 'CLI_function_table.h']",Provider
load_Recording_Data,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'experiment.h']",Provider
load_fractioned_Recording,CLI_function_table.h,"['CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'CLI_function_table.h']",Provider
load_fractioned_experiment,CLI_function_table.h,"['CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'CLI_function_table.h']",Provider
load_fractioned_simulation,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
load_segments_length_for_fractioning,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
load_simulation,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
load_vars,general_output_operator.h,"['CLI_thermo_evidence_dts.h', 'CLI_thermo_evidence_fraction_dts.h', 'general_output_operator.h', 'CLI_thermo_evidence.h']",Provider
load_vars_line,general_output_operator.h,"['general_output_operator.h', 'parallel_tempering.h']",Provider
log,parameters_derivative.h,"['distributions.h', 'parameters_derivative.h', 'gsl_integrate.h', 'maybe_error.h', 'parameters.h', 'qmodel.h', 'derivative_operator.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
log10,parameters_derivative.h,"['parameters_derivative.h', 'parameters.h', 'qmodel.h', 'derivative_operator.h', 'parallel_tempering.h']",Provider
logEvidence,parallel_tempering_linear_regression.h,"['distributions.h', 'parallel_tempering_linear_regression.h']",Provider
logL,distributions.h,"['distributions.h', 'qmodel.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h']",Provider
logLikelihood,qmodel.h,"['bayesian_linear_regression.h', 'parallel_tempering.h', 'CLI_function_table.h', 'qmodel.h']",Provider
logP,distributions.h,"['distributions.h', 'parameters_distribution.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
log_inverse_gamma_distribution,multivariate_normal_distribution.h,"['bayesian_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
logdet,multivariate_normal_distribution.h,"['bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h', 'maybe_error.h']",Provider
m,parameters_derivative.h,"['distributions.h', 'parameters_derivative.h', 'CLI_function_table.h', 'maybe_error.h', 'parameters_distribution.h', 'parameters.h', 'lapack_headers.h', 'models_MoffattHume_allosteric.h', 'qmodel.h', 'allosteric_models.h', 'function_memoization.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h', 'variables_derivative.h', 'multivariate_normal_distribution.h']",Provider
m_id,lexer_typed.h,"['grammar_typed.h', 'grammar_untyped.h', 'grammar_Identifier.h', 'lexer_typed.h']",Provider
m_value,grammar_typed.h,"['grammar_typed.h', 'general_output_operator.h', 'maybe_error.h']",Provider
m_x,parameters_derivative.h,"['parameters_derivative.h', 'qmodel.h', 'variables.h', 'derivative_operator.h', 'variables_derivative.h']",Provider
make_Conformational_model,models_MoffattHume_linear.h,"['models_MoffattHume_linear.h', 'allosteric_models.h']",Provider
make_Conformational_model_standarized,allosteric_models.h,"['models_MoffattHume_allosteric.h', 'allosteric_models.h']",Provider
make_Likelihood_Model,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
make_ModelNames,allosteric_models.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'allosteric_models.h']",Provider
make_multivariate_normal_distribution,multivariate_normal_distribution.h,"['bayesian_linear_regression.h', 'parameters_distribution.h', 'multivariate_normal_distribution.h']",Provider
make_multivariate_normal_distribution_from_precision,multivariate_normal_distribution.h,"['bayesian_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
make_tuple,lapack_headers.h,"['qmodel.h', 'allosteric_models.h', 'function_memoization.h', 'lapack_headers.h']",Provider
max,parallel_tempering.h,"['parameters_derivative.h', 'lapack_headers.h', 'models_MoffattHume_allosteric.h', 'experiment.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'fold.h', 'derivative_operator.h', 'qmodel.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h']",Provider
mcmc,parallel_tempering.h,"['grammar_typed.h', 'CLI_macro_dr_base.h', 'qmodel.h', 'parallel_tempering.h', 'parallel_tempering_linear_regression.h']",Provider
mean,parallel_tempering_linear_regression.h,"['parameters_distribution.h', 'parameters.h', 'qmodel.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
mean_logL,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
mean_logLik,parallel_tempering_linear_regression.h,"['bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h']",Provider
mean_logP,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
microMolar,variables.h,"['variables.h', 'qmodel.h']",Provider
min,parameters_derivative.h,"['parameters_derivative.h', 'parameters_distribution.h', 'parameters.h', 'lapack_headers.h', 'models_MoffattHume_allosteric.h', 'qmodel.h', 'general_algorithm_on_containers.h', 'fold.h', 'derivative_operator.h', 'parallel_tempering.h']",Provider
min_P,qmodel.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'qmodel.h']",Provider
model,qmodel.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'models_MoffattHume_allosteric.h', 'CLI_thermo_evidence_fraction_dts.h', 'CLI_macro_dr_base.h', 'models_MoffattHume_linear.h', 'allosteric_models.h']",Provider
model_name,CLI_function_table.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'parameters_distribution.h', 'CLI_thermo_evidence_dts.h', 'parameters.h', 'CLI_thermo_evidence_fraction_dts.h', 'models_MoffattHume_linear.h']",Provider
move,parallel_tempering.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'models_MoffattHume_allosteric.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'qmodel.h', 'multivariate_normal_distribution.h', 'distributions.h', 'grammar_Identifier.h', 'general_output_operator.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'lexer_untyped.h', 'lexer_typed.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h', 'variables_derivative.h']",Provider
ms,variables.h,"['variables.h', 'qmodel.h']",Provider
mt,qmodel.h,"['distributions.h', 'CLI_function_table.h', 'CLI_thermo_evidence.h', 'parameters_distribution.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
multivariate_gamma_normal_distribution,multivariate_normal_distribution.h,"['bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h', 'parallel_tempering.h']",Provider
multivariate_normal_distribution,multivariate_normal_distribution.h,"['parameters_distribution.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'multivariate_normal_distribution.h']",Provider
n,experiment.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'models_MoffattHume_allosteric.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'qmodel.h', 'CLI_macro_dr_base.h', 'multivariate_normal_distribution.h', 'distributions.h', 'derivative_test.h', 'CLI_thermo_evidence.h', 'general_output_operator.h', 'CLI_thermo_evidence_dts.h', 'lexer_untyped.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'parallel_tempering.h', 'variables_derivative.h']",Provider
n1,allosteric_models.h,"['allosteric_models.h', 'qmodel.h']",Provider
name,parameters.h,"['variables_derivative.h', 'derivative_test.h', 'parameters.h', 'lexer_typed.h', 'qmodel.h', 'variables.h', 'derivative_operator.h', 'models_MoffattHume_linear.h', 'CLI_regular_types.h', 'allosteric_models.h']",Provider
names,parameters.h,"['parameters_derivative.h', 'CLI_function_table.h', 'CLI_thermo_evidence.h', 'parameters_distribution.h', 'CLI_thermo_evidence_dts.h', 'parameters.h', 'models_MoffattHume_allosteric.h', 'CLI_thermo_evidence_fraction_dts.h', 'models_MoffattHume_linear.h', 'allosteric_models.h']",Provider
ncols,parameters_derivative.h,"['distributions.h', 'parameters_derivative.h', 'parameters.h', 'lapack_headers.h', 'qmodel.h', 'bayesian_linear_regression.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
new_cuevi_Model_already_fraction_by_iteration,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
new_cuevi_Model_by_iteration,qmodel.h,"['CLI_function_table.h', 'qmodel.h']",Provider
new_get_beta_list,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
new_thermo_Model_by_max_iter,qmodel.h,"['CLI_thermo_evidence.h', 'qmodel.h']",Provider
new_thermo_Model_by_max_iter_dts,qmodel.h,"['CLI_thermo_evidence_dts.h', 'CLI_thermo_evidence_fraction_dts.h', 'qmodel.h']",Provider
new_thermodynamic_integration,parallel_tempering_linear_regression.h,"['parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
no_save,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
normal_distribution,multivariate_normal_distribution.h,"['bayesian_linear_regression.h', 'parallel_tempering.h', 'multivariate_normal_distribution.h', 'qmodel.h']",Provider
now,parallel_tempering_linear_regression.h,"['maybe_error.h', 'lexer_untyped.h', 'lapack_headers.h', 'function_measure_verification_and_optimization.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h']",Provider
nrows,parallel_tempering_linear_regression.h,"['distributions.h', 'parameters_derivative.h', 'parameters.h', 'lapack_headers.h', 'qmodel.h', 'bayesian_linear_regression.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
num_betas,parallel_tempering.h,"['parallel_tempering_linear_regression.h', 'parallel_tempering.h']",Provider
num_samples,parallel_tempering.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
num_scouts_per_ensemble,parallel_tempering_linear_regression.h,"['CLI_function_table.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'qmodel.h', 'CLI_thermo_evidence_fraction_dts.h', 'CLI_macro_dr_base.h', 'parallel_tempering_linear_regression.h']",Provider
number,variables.h,"['CLI_function_table.h', 'parameters_distribution.h', 'lapack_headers.h', 'qmodel.h', 'variables.h', 'CLI_macro_dr_base.h', 'bayesian_linear_regression.h']",Provider
number_of_samples,experiment.h,"['experiment.h', 'qmodel.h']",Provider
number_of_states,qmodel.h,"['models_MoffattHume_linear.h', 'qmodel.h']",Provider
omp_get_max_threads,parallel_tempering.h,"['parallel_tempering.h', 'parallel_tempering_linear_regression.h', 'qmodel.h']",Provider
omp_get_thread_num,parallel_tempering.h,"['parallel_tempering.h', 'qmodel.h']",Provider
open,function_measure_verification_and_optimization.h,"['experiment.h', 'function_measure_verification_and_optimization.h', 'qmodel.h', 'lapack_headers.h']",Provider
operator,bayesian_linear_regression.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'parameters.h', 'derivative_operator.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'qmodel.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'multivariate_normal_distribution.h', 'distributions.h', 'grammar_Identifier.h', 'general_output_operator.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h', 'variables_derivative.h']",Provider
out,qmodel.h,"['parameters_derivative.h', 'parameters_distribution.h', 'maybe_error.h', 'models_MoffattHume_allosteric.h', 'fold.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'grammar_typed.h', 'CLI_function_table.h', 'parameters.h', 'derivative_operator.h', 'allosteric_models.h', 'lapack_headers.h', 'grammar_untyped.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'general_algorithm_on_containers.h', 'qmodel.h', 'multivariate_normal_distribution.h', 'distributions.h', 'grammar_Identifier.h', 'derivative_test.h', 'lexer_untyped.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h']",Provider
outside_in,parameters_derivative.h,"['parameters_derivative.h', 'qmodel.h']",Provider
p,qmodel.h,"['parameters_derivative.h', 'parameters.h', 'qmodel.h', 'grammar_untyped.h', 'experiment.h', 'models_MoffattHume_allosteric.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
pA,variables.h,"['variables.h', 'qmodel.h']",Provider
pair,parallel_tempering_linear_regression.h,"['parameters_derivative.h', 'models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'CLI_function_table.h', 'parameters.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h', 'lapack_headers.h', 'qmodel.h', 'variables.h', 'function_measure_verification_and_optimization.h', 'CLI_macro_dr_base.h', 'general_output_operator.h', 'CLI_thermo_evidence.h', 'CLI_thermo_evidence_dts.h', 'lexer_untyped.h', 'CLI_thermo_evidence_fraction_dts.h', 'experiment.h', 'function_memoization.h', 'parallel_tempering.h']",Provider
parameters,parameters_derivative.h,"['parameters_derivative.h', 'derivative_test.h', 'CLI_function_table.h', 'parameters_distribution.h', 'parameters.h', 'qmodel.h', 'models_MoffattHume_allosteric.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h', 'allosteric_models.h']",Provider
parameters_transformations,models_MoffattHume_allosteric.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h']",Provider
pow,parallel_tempering.h,"['parameters_derivative.h', 'gsl_integrate.h', 'parameters.h', 'qmodel.h', 'variables.h', 'derivative_operator.h', 'parallel_tempering.h', 'bayesian_linear_regression.h', 'models_MoffattHume_linear.h', 'allosteric_models.h', 'multivariate_normal_distribution.h']",Provider
primitive,parameters_derivative.h,"['parameters_derivative.h', 'gsl_integrate.h', 'derivative_test.h', 'lapack_headers.h', 'qmodel.h', 'derivative_operator.h', 'variables_derivative.h']",Provider
print,parameters.h,"['derivative_test.h', 'general_output_operator.h', 'parameters.h', 'qmodel.h', 'models_MoffattHume_allosteric.h', 'variables.h', 'allosteric_models.h', 'derivative_operator.h', 'variables_derivative.h']",Provider
print_model_Priors,models_MoffattHume_allosteric.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h']",Provider
prior_around,parameters_distribution.h,"['models_MoffattHume_allosteric.h', 'models_MoffattHume_linear.h', 'parameters_distribution.h']",Provider
prob,variables.h,"['variables.h', 'qmodel.h']",Provider
promote_Maybe_error,maybe_error.h,"['maybe_error.h', 'lexer_typed.h', 'qmodel.h']",Provider
push_back,parallel_tempering.h,"['grammar_typed.h', 'parameters_derivative.h', 'grammar_Identifier.h', 'general_output_operator.h', 'parameters_distribution.h', 'parameters.h', 'lexer_untyped.h', 'lexer_typed.h', 'qmodel.h', 'grammar_untyped.h', 'experiment.h', 'general_algorithm_on_containers.h', 'fold.h', 'parallel_tempering.h', 'models_MoffattHume_linear.h', 'parallel_tempering_linear_regression.h', 'allosteric_models.h']",Provider
